row,base,category,template,arg,alt,pos,family,eps_mul,eps_abs,base_key,unordered_pair_key,template_key,category_key,base_side,unordered_pair_side,template_side,category_side
30,0,countries,t0,France,0_1,99,D1,0.05,3.018752,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
31,0,countries,t0,France,0_1,99,D1,0.2,12.075006,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
32,0,countries,t0,France,0_1,99,D1,1,60.375031,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
33,0,countries,t0,France,0_2,99,D1,0.01,0.603750,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
34,0,countries,t0,France,0_2,99,D1,0.05,3.018752,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
35,0,countries,t0,France,0_2,99,D1,0.2,12.075006,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
36,0,countries,t0,France,0_2,99,D1,1,60.375031,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
37,0,countries,t0,France,0_3,99,D1,0.01,0.603750,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
38,0,countries,t0,France,0_3,99,D1,0.05,3.018752,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
39,0,countries,t0,France,0_3,99,D1,0.2,12.075006,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
40,0,countries,t0,France,0_3,99,D1,1,60.375031,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
41,0,countries,t0,France,82604,99,D2,0.2,12.075006,0,countries/t0/82604+France,countries/t0,countries,hold,hold,hold,cal
42,0,countries,t0,France,223279,99,D2,0.2,12.075006,0,countries/t0/223279+France,countries/t0,countries,hold,cal,hold,cal
43,0,countries,t0,France,244853,99,D2,0.2,12.075006,0,countries/t0/244853+France,countries/t0,countries,hold,hold,hold,cal
44,0,countries,t0,France,Canada,101,D4,0.01,0.603750,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
45,0,countries,t0,France,Canada,101,D4,0.05,3.018752,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
46,0,countries,t0,France,Canada,101,D4,0.2,12.075006,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
47,0,countries,t0,France,Canada,101,D4,1,60.375031,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
48,0,countries,t0,France,Canada,101,D4,-1,7.046475,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
49,0,countries,t0,France,China,101,D4,0.01,0.603750,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
50,0,countries,t0,France,China,101,D4,0.05,3.018752,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
51,0,countries,t0,France,China,101,D4,0.2,12.075006,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
52,0,countries,t0,France,China,101,D4,1,60.375031,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
53,0,countries,t0,France,China,101,D4,-1,8.199438,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
54,0,countries,t0,France,Egypt,101,D4,0.01,0.603750,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
55,0,countries,t0,France,Egypt,101,D4,0.05,3.018752,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
56,0,countries,t0,France,Egypt,101,D4,0.2,12.075006,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
57,0,countries,t0,France,Egypt,101,D4,1,60.375031,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
58,0,countries,t0,France,Egypt,101,D4,-1,8.540711,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
59,0,countries,t0,France,Japan,101,D4,0.01,0.603750,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
60,0,countries,t0,France,Japan,101,D4,0.05,3.018752,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
61,0,countries,t0,France,Japan,101,D4,0.2,12.075006,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
62,0,countries,t0,France,Japan,101,D4,1,60.375031,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
63,0,countries,t0,France,Japan,101,D4,-1,8.159376,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
64,0,countries,t0,France,Brazil,101,D4,0.01,0.603750,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
65,0,countries,t0,France,Brazil,101,D4,0.05,3.018752,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
66,0,countries,t0,France,Brazil,101,D4,0.2,12.075006,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
67,0,countries,t0,France,Brazil,101,D4,1,60.375031,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
68,0,countries,t0,France,Brazil,101,D4,-1,9.068401,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
69,0,countries,t0,France,0_0,101,D1,0.01,0.603750,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
70,0,countries,t0,France,0_0,101,D1,0.05,3.018752,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
71,0,countries,t0,France,0_0,101,D1,0.2,12.075006,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
72,0,countries,t0,France,0_0,101,D1,1,60.375031,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
73,0,countries,t0,France,0_1,101,D1,0.01,0.603750,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
74,0,countries,t0,France,0_1,101,D1,0.05,3.018752,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
75,0,countries,t0,France,0_1,101,D1,0.2,12.075006,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
76,0,countries,t0,France,0_1,101,D1,1,60.375031,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
77,0,countries,t0,France,0_2,101,D1,0.01,0.603750,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
78,0,countries,t0,France,0_2,101,D1,0.05,3.018752,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
79,0,countries,t0,France,0_2,101,D1,0.2,12.075006,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
80,0,countries,t0,France,0_2,101,D1,1,60.375031,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
81,0,countries,t0,France,0_3,101,D1,0.01,0.603750,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
82,0,countries,t0,France,0_3,101,D1,0.05,3.018752,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
83,0,countries,t0,France,0_3,101,D1,0.2,12.075006,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
84,0,countries,t0,France,0_3,101,D1,1,60.375031,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
85,0,countries,t0,France,125120,101,D2,0.2,12.075006,0,countries/t0/125120+France,countries/t0,countries,hold,hold,hold,cal
86,0,countries,t0,France,112963,101,D2,0.2,12.075006,0,countries/t0/112963+France,countries/t0,countries,hold,hold,hold,cal
87,0,countries,t0,France,27899,101,D2,0.2,12.075006,0,countries/t0/27899+France,countries/t0,countries,hold,cal,hold,cal
88,0,countries,t0,France,Canada,103,D4,0.01,0.603750,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
89,0,countries,t0,France,Canada,103,D4,0.05,3.018752,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
90,0,countries,t0,France,Canada,103,D4,0.2,12.075006,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
91,0,countries,t0,France,Canada,103,D4,1,60.375031,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
92,0,countries,t0,France,Canada,103,D4,-1,7.637781,0,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
93,0,countries,t0,France,China,103,D4,0.01,0.603750,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
94,0,countries,t0,France,China,103,D4,0.05,3.018752,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
95,0,countries,t0,France,China,103,D4,0.2,12.075006,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
96,0,countries,t0,France,China,103,D4,1,60.375031,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
97,0,countries,t0,France,China,103,D4,-1,8.904550,0,countries/t0/China+France,countries/t0,countries,hold,hold,hold,cal
98,0,countries,t0,France,Egypt,103,D4,0.01,0.603750,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
99,0,countries,t0,France,Egypt,103,D4,0.05,3.018752,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
100,0,countries,t0,France,Egypt,103,D4,0.2,12.075006,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
101,0,countries,t0,France,Egypt,103,D4,1,60.375031,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
102,0,countries,t0,France,Egypt,103,D4,-1,9.574612,0,countries/t0/Egypt+France,countries/t0,countries,hold,hold,hold,cal
103,0,countries,t0,France,Japan,103,D4,0.01,0.603750,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
104,0,countries,t0,France,Japan,103,D4,0.05,3.018752,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
105,0,countries,t0,France,Japan,103,D4,0.2,12.075006,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
106,0,countries,t0,France,Japan,103,D4,1,60.375031,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
107,0,countries,t0,France,Japan,103,D4,-1,8.877960,0,countries/t0/France+Japan,countries/t0,countries,hold,hold,hold,cal
108,0,countries,t0,France,Brazil,103,D4,0.01,0.603750,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
109,0,countries,t0,France,Brazil,103,D4,0.05,3.018752,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
110,0,countries,t0,France,Brazil,103,D4,0.2,12.075006,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
111,0,countries,t0,France,Brazil,103,D4,1,60.375031,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
112,0,countries,t0,France,Brazil,103,D4,-1,9.834946,0,countries/t0/Brazil+France,countries/t0,countries,hold,cal,hold,cal
113,0,countries,t0,France,0_0,103,D1,0.01,0.603750,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
114,0,countries,t0,France,0_0,103,D1,0.05,3.018752,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
115,0,countries,t0,France,0_0,103,D1,0.2,12.075006,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
116,0,countries,t0,France,0_0,103,D1,1,60.375031,0,countries/t0/0_0+France,countries/t0,countries,hold,hold,hold,cal
117,0,countries,t0,France,0_1,103,D1,0.01,0.603750,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
118,0,countries,t0,France,0_1,103,D1,0.05,3.018752,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
119,0,countries,t0,France,0_1,103,D1,0.2,12.075006,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
120,0,countries,t0,France,0_1,103,D1,1,60.375031,0,countries/t0/0_1+France,countries/t0,countries,hold,hold,hold,cal
121,0,countries,t0,France,0_2,103,D1,0.01,0.603750,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
122,0,countries,t0,France,0_2,103,D1,0.05,3.018752,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
123,0,countries,t0,France,0_2,103,D1,0.2,12.075006,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
124,0,countries,t0,France,0_2,103,D1,1,60.375031,0,countries/t0/0_2+France,countries/t0,countries,hold,hold,hold,cal
125,0,countries,t0,France,0_3,103,D1,0.01,0.603750,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
126,0,countries,t0,France,0_3,103,D1,0.05,3.018752,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
127,0,countries,t0,France,0_3,103,D1,0.2,12.075006,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
128,0,countries,t0,France,0_3,103,D1,1,60.375031,0,countries/t0/0_3+France,countries/t0,countries,hold,cal,hold,cal
129,0,countries,t0,France,87747,103,D2,0.2,12.075006,0,countries/t0/87747+France,countries/t0,countries,hold,hold,hold,cal
130,0,countries,t0,France,37223,103,D2,0.2,12.075006,0,countries/t0/37223+France,countries/t0,countries,hold,hold,hold,cal
131,0,countries,t0,France,142857,103,D2,0.2,12.075006,0,countries/t0/142857+France,countries/t0,countries,hold,cal,hold,cal
132,1,countries,t0,Canada,France,99,D4,0.01,0.603750,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
133,1,countries,t0,Canada,France,99,D4,0.05,3.018752,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
134,1,countries,t0,Canada,France,99,D4,0.2,12.075006,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
135,1,countries,t0,Canada,France,99,D4,1,60.375031,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
136,1,countries,t0,Canada,France,99,D4,-1,27.403975,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
137,1,countries,t0,Canada,China,99,D4,0.01,0.603750,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
138,1,countries,t0,Canada,China,99,D4,0.05,3.018752,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
139,1,countries,t0,Canada,China,99,D4,0.2,12.075006,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
140,1,countries,t0,Canada,China,99,D4,1,60.375031,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
141,1,countries,t0,Canada,China,99,D4,-1,23.995781,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
142,1,countries,t0,Canada,Egypt,99,D4,0.01,0.603750,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
143,1,countries,t0,Canada,Egypt,99,D4,0.05,3.018752,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
144,1,countries,t0,Canada,Egypt,99,D4,0.2,12.075006,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
145,1,countries,t0,Canada,Egypt,99,D4,1,60.375031,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
146,1,countries,t0,Canada,Egypt,99,D4,-1,27.016191,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
147,1,countries,t0,Canada,Japan,99,D4,0.01,0.603750,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
148,1,countries,t0,Canada,Japan,99,D4,0.05,3.018752,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
149,1,countries,t0,Canada,Japan,99,D4,0.2,12.075006,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
150,1,countries,t0,Canada,Japan,99,D4,1,60.375031,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
151,1,countries,t0,Canada,Japan,99,D4,-1,22.633743,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
152,1,countries,t0,Canada,Brazil,99,D4,0.01,0.603750,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
153,1,countries,t0,Canada,Brazil,99,D4,0.05,3.018752,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
154,1,countries,t0,Canada,Brazil,99,D4,0.2,12.075006,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
155,1,countries,t0,Canada,Brazil,99,D4,1,60.375031,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
156,1,countries,t0,Canada,Brazil,99,D4,-1,21.528025,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
157,1,countries,t0,Canada,1_0,99,D1,0.01,0.603750,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
158,1,countries,t0,Canada,1_0,99,D1,0.05,3.018752,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
159,1,countries,t0,Canada,1_0,99,D1,0.2,12.075006,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
160,1,countries,t0,Canada,1_0,99,D1,1,60.375031,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
161,1,countries,t0,Canada,1_1,99,D1,0.01,0.603750,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
162,1,countries,t0,Canada,1_1,99,D1,0.05,3.018752,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
163,1,countries,t0,Canada,1_1,99,D1,0.2,12.075006,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
164,1,countries,t0,Canada,1_1,99,D1,1,60.375031,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
165,1,countries,t0,Canada,1_2,99,D1,0.01,0.603750,1,countries/t0/1_2+Canada,countries/t0,countries,hold,hold,hold,cal
166,1,countries,t0,Canada,1_2,99,D1,0.05,3.018752,1,countries/t0/1_2+Canada,countries/t0,countries,hold,hold,hold,cal
167,1,countries,t0,Canada,1_2,99,D1,0.2,12.075006,1,countries/t0/1_2+Canada,countries/t0,countries,hold,hold,hold,cal
168,1,countries,t0,Canada,1_2,99,D1,1,60.375031,1,countries/t0/1_2+Canada,countries/t0,countries,hold,hold,hold,cal
169,1,countries,t0,Canada,1_3,99,D1,0.01,0.603750,1,countries/t0/1_3+Canada,countries/t0,countries,hold,cal,hold,cal
170,1,countries,t0,Canada,1_3,99,D1,0.05,3.018752,1,countries/t0/1_3+Canada,countries/t0,countries,hold,cal,hold,cal
171,1,countries,t0,Canada,1_3,99,D1,0.2,12.075006,1,countries/t0/1_3+Canada,countries/t0,countries,hold,cal,hold,cal
172,1,countries,t0,Canada,1_3,99,D1,1,60.375031,1,countries/t0/1_3+Canada,countries/t0,countries,hold,cal,hold,cal
173,1,countries,t0,Canada,54483,99,D2,0.2,12.075006,1,countries/t0/54483+Canada,countries/t0,countries,hold,hold,hold,cal
174,1,countries,t0,Canada,111381,99,D2,0.2,12.075006,1,countries/t0/111381+Canada,countries/t0,countries,hold,cal,hold,cal
175,1,countries,t0,Canada,75506,99,D2,0.2,12.075006,1,countries/t0/75506+Canada,countries/t0,countries,hold,hold,hold,cal
176,1,countries,t0,Canada,France,101,D4,0.01,0.603750,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
177,1,countries,t0,Canada,France,101,D4,0.05,3.018752,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
178,1,countries,t0,Canada,France,101,D4,0.2,12.075006,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
179,1,countries,t0,Canada,France,101,D4,1,60.375031,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
180,1,countries,t0,Canada,France,101,D4,-1,7.046475,1,countries/t0/Canada+France,countries/t0,countries,hold,cal,hold,cal
181,1,countries,t0,Canada,China,101,D4,0.01,0.603750,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
182,1,countries,t0,Canada,China,101,D4,0.05,3.018752,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
183,1,countries,t0,Canada,China,101,D4,0.2,12.075006,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
184,1,countries,t0,Canada,China,101,D4,1,60.375031,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
185,1,countries,t0,Canada,China,101,D4,-1,5.814154,1,countries/t0/Canada+China,countries/t0,countries,hold,hold,hold,cal
186,1,countries,t0,Canada,Egypt,101,D4,0.01,0.603750,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
187,1,countries,t0,Canada,Egypt,101,D4,0.05,3.018752,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
188,1,countries,t0,Canada,Egypt,101,D4,0.2,12.075006,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
189,1,countries,t0,Canada,Egypt,101,D4,1,60.375031,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
190,1,countries,t0,Canada,Egypt,101,D4,-1,6.302679,1,countries/t0/Canada+Egypt,countries/t0,countries,hold,cal,hold,cal
191,1,countries,t0,Canada,Japan,101,D4,0.01,0.603750,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
192,1,countries,t0,Canada,Japan,101,D4,0.05,3.018752,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
193,1,countries,t0,Canada,Japan,101,D4,0.2,12.075006,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
194,1,countries,t0,Canada,Japan,101,D4,1,60.375031,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
195,1,countries,t0,Canada,Japan,101,D4,-1,4.669102,1,countries/t0/Canada+Japan,countries/t0,countries,hold,hold,hold,cal
196,1,countries,t0,Canada,Brazil,101,D4,0.01,0.603750,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
197,1,countries,t0,Canada,Brazil,101,D4,0.05,3.018752,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
198,1,countries,t0,Canada,Brazil,101,D4,0.2,12.075006,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
199,1,countries,t0,Canada,Brazil,101,D4,1,60.375031,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
200,1,countries,t0,Canada,Brazil,101,D4,-1,5.457697,1,countries/t0/Brazil+Canada,countries/t0,countries,hold,hold,hold,cal
201,1,countries,t0,Canada,1_0,101,D1,0.01,0.603750,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
202,1,countries,t0,Canada,1_0,101,D1,0.05,3.018752,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
203,1,countries,t0,Canada,1_0,101,D1,0.2,12.075006,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
204,1,countries,t0,Canada,1_0,101,D1,1,60.375031,1,countries/t0/1_0+Canada,countries/t0,countries,hold,hold,hold,cal
205,1,countries,t0,Canada,1_1,101,D1,0.01,0.603750,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
206,1,countries,t0,Canada,1_1,101,D1,0.05,3.018752,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
207,1,countries,t0,Canada,1_1,101,D1,0.2,12.075006,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
208,1,countries,t0,Canada,1_1,101,D1,1,60.375031,1,countries/t0/1_1+Canada,countries/t0,countries,hold,cal,hold,cal
209,1,countries,t0,Canada,1_2,101,D1,0.01,0.603750,1,countries/t0/1_2+Canada,countries/t0,countries,hold,hold,hold,cal
